Gender,HeightCm,WeightKg
Female,160,67
Male,140,90
Female,176,57
Male,166,97
Female,161,89
Male,148,67
Female,167,89
Female,159,66
Male,165,96
Female,143,64
Female,166,90
Male,151,60
Female,174,96
Male,173,54
Female,173,75
Female,155,72
Female,144,92
Female,179,89
Female,179,55
Female,147,66
Female,146,67
Female,158,70
Male,171,78
Female,150,69
Male,168,62
Male,140,88
Male,153,93
Female,175,98
Male,149,79
Male,160,80
Male,155,91
Male,149,74
Male,152,72
Male,147,98
Female,162,71
Male,171,52
Female,162,94
Male,149,95
Female,157,92
Male,143,73
Female,162,82
Female,163,97
Male,177,62
Female,159,66
Female,162,79
Female,158,89
Male,151,98
Male,159,52
Female,147,87
Male,170,73
Female,148,50
Female,169,65
Female,176,92
Male,143,72
Female,146,67
Male,165,73
Male,149,52
Female,172,62
Female,169,86
Male,146,80
Male,147,88
Female,173,64
Male,144,89
Male,174,93
Male,144,84
Female,154,74
Female,165,54
Female,176,72
Female,156,93
Female,171,76
Male,176,77
Male,171,90
Male,153,63
Male,178,68
Female,147,76
Male,160,84
Male,147,50
Male,158,54
Male,166,60
Female,157,54
Male,164,54
Male,144,82
Male,160,90
Female,150,56
Male,167,98
Male,171,51
Female,164,59
Male,170,68
Male,154,87
Male,142,54
Male,168,62
Female,157,83
Male,179,91
Male,145,99
Female,144,51
Female,154,89
Female,171,87
Female,159,86
Male,167,72
Male,176,99
Female,175,77
Female,160,62
Male,149,59
Male,147,89
Male,172,66
Male,159,58
Male,141,59
Male,154,77
Female,158,74
Male,153,70
Female,149,59
Male,158,89
Female,173,52
Female,140,57
Female,149,93
Male,174,59
Male,152,92
Female,150,82
Male,169,61
Female,149,73
Male,174,99
Male,172,71
Male,159,81
Male,177,65
Female,179,53
Female,178,62
Male,147,51
Male,147,65
Female,156,79
Male,160,98
Male,158,56
Male,156,94
Female,174,62
Male,176,85
Male,144,52
Female,173,89
Female,176,92
Female,162,85
Female,155,99
Female,142,72
Female,151,54
Male,146,88
Female,158,79
Female,145,78
Female,141,67
Female,166,95
Female,166,57
Male,172,78
Female,146,50
Female,163,64
Male,140,69
Male,144,96
Female,170,62
Female,157,86
Female,174,54
Male,151,95
Female,167,53
Female,147,68
Female,149,58
Female,163,91
Female,154,57
Female,164,98
Male,177,85
Male,165,62
Male,166,94
Female,150,61
Female,149,51
Female,173,56
Male,156,66
Male,167,69
Female,168,51
Male,158,85
Female,164,68
Male,164,61
Female,165,68
Female,147,85
Female,169,94
Female,163,89
Female,143,87
Male,159,73
Female,145,71
Male,159,72
Male,155,52
Female,163,76
Male,176,89
Female,143,81
Male,146,82
Male,158,95
Male,152,85
Male,172,58
Female,164,63
Female,161,68
Female,168,78
Female,156,61
Male,146,90
Male,177,87
Male,165,57
Male,149,99
Female,142,78
Male,153,65
Female,141,64
Female,151,80
Female,155,53
Female,154,86
Male,161,72
Female,166,59
Male,147,96
Male,140,99
Female,144,91
Male,158,90
Female,153,63
Female,157,74
Male,162,75
Male,156,81
Male,155,92
Female,167,83
Male,150,95
Male,140,67
Male,144,56
Female,176,92
Male,161,74
Female,147,97
Male,169,55
Male,168,63
Female,167,55
Male,151,68
Female,164,58
Female,156,85
Female,163,62
Male,173,74
Female,167,80
Male,152,54
Male,165,76
Female,152,98
Female,156,69
Female,158,76
Female,178,84
Male,162,61
Male,172,60
Male,158,79
Female,174,94
Female,156,88
Female,146,76
Male,148,53
Male,157,64
Male,148,57
Male,160,98
Female,157,76
Male,164,58
Male,177,89
Male,162,55
Male,171,64
Male,155,67
Female,141,90
Male,165,94
Male,150,67
Male,157,87
Female,166,71
Female,145,82
Male,169,69
Male,156,57
Female,164,82
Male,147,79
Male,147,55
Male,161,99
Male,173,53
Female,141,98
Female,152,69
Female,157,58
Male,148,81
Female,140,63
Male,164,57
Female,164,67
Male,172,94
Male,149,88
Female,175,97
Male,156,84
Male,156,71
Male,145,50
Female,155,88
Female,149,90
Female,166,80
Male,164,65
Female,149,81
Female,147,95
Male,174,95
Female,163,64
Female,163,53
Male,151,57
Female,148,58
Male,142,77
Female,148,66
Female,176,73
Male,153,53
Female,159,75
Female,154,85
Male,141,75
Female,156,95
Male,153,99
Male,176,96
Male,175,87
Male,176,90
Female,145,68
Female,161,90
Male,141,85
Female,177,53
Male,178,66
Female,155,79
Male,141,69
Female,150,73
Male,165,53
Male,167,97
Male,147,83
Female,148,51
Female,175,79
Female,150,61
Male,157,50
Male,145,84
Female,148,58
Male,155,83
Female,175,97
Female,143,71
Female,170,65
Male,151,58
Male,162,90
Male,149,83
Female,174,79
Male,147,98
Male,157,51
Male,178,54
Male,148,58
Male,175,66
Female,175,56
Female,168,50
Female,151,75
Male,153,75
Male,167,55
Male,179,68
Female,153,52
Female,146,66
Male,154,70
Male,145,81
Female,175,58
Female,171,64
Female,156,89
Male,177,89
Male,156,98
Male,166,86
Male,147,88
Female,163,52
Male,154,71
Female,162,82
Female,166,90
Female,172,77
Female,166,81
Male,151,94
Male,151,88
Female,149,80
Female,154,63
Female,145,69
Female,170,69
Female,160,94
Female,172,67
Female,171,57
Female,151,53
Male,156,63
Female,174,88
Female,158,66
Male,151,87
Female,140,97
Female,157,67
Male,161,65
Male,177,91
Male,152,89
Male,148,98
Female,149,94
Female,149,77
Female,167,56
Male,147,99
Male,155,65
Male,175,60
Male,175,60
Male,177,54
Male,168,51
Male,140,93
Female,146,59
Female,161,77
Male,149,94
Female,150,83
Male,143,99
Female,140,52
Female,141,66
Female,160,96
Male,165,65
Female,161,70
Female,161,62
Male,156,79
Male,145,70
Male,163,97
Female,174,69
Male,155,50
Female,178,69
Male,167,91
Female,147,79
Female,169,72
Male,148,56
Male,162,58
Male,173,66
Female,176,71
Male,166,73
Female,171,58
Female,145,82
Female,170,74
Male,159,74
Male,170,80
Male,152,94
Female,171,78
Male,160,70
Female,159,58
Female,153,98
Male,141,92
Male,170,63
Male,162,79
Female,153,57
Female,158,97
Female,140,72
Female,159,76
Female,160,62
Male,148,92
Female,154,86
Male,150,85
Female,149,66
Female,178,70
Male,148,86
Male,163,59
Male,160,90
Male,149,94
Female,143,62
Male,146,92
Female,146,92
Male,148,57
Male,143,99
Male,169,74
Female,156,90
Female,174,78
Female,142,78
Female,172,74
Male,151,91
Male,143,65
Male,173,90
Male,161,84
Female,170,86
Male,172,62
Male,160,96
Male,173,53
Female,178,72
Female,150,59
Female,172,86
Female,173,51
Female,156,76
Male,148,62
Male,149,86
Female,160,52
Male,147,55
Male,141,68
Male,162,91
Female,143,57
Female,158,90
Male,175,72
Male,163,52
Male,177,98
Male,159,64
Female,167,91
Female,140,97
Female,174,64
Female,176,66
Male,176,85
Female,171,58
Female,142,73
Male,170,97
Male,147,54
Female,171,90
Male,166,58
Female,142,70
Male,161,61
Male,160,80
Female,162,72
Male,151,61
Male,167,61
Male,174,79
Male,153,68
Female,140,50
Male,157,84
Female,140,80
Male,164,59
Male,168,87
Female,152,75
Female,169,57
Male,166,59
Male,173,97
Female,140,57
Female,150,92
Female,143,61
Female,151,97
Female,167,91
Male,146,71
Female,174,85
Female,165,89
Male,146,74
Female,157,65
Female,170,91
Male,177,76
Female,175,89
Male,155,76
Female,141,87
Male,144,90
Female,145,74
Male,170,61
Female,174,90
Female,148,99
Male,155,77
Female,154,50
Female,179,62
Female,160,59
Male,170,59
Female,171,67
Female,179,85
Male,145,67
Male,152,73
Male,165,77
Female,142,69
Male,155,83
Male,176,53
Female,177,64
Male,143,56
Female,171,76
Female,149,55
Female,144,60
Male,149,62
Male,142,66
Female,151,99
Male,151,97
Female,163,99
Female,175,73
Female,147,99
Female,179,95
Female,143,90
Female,150,59
Female,161,63
Female,144,60
Male,156,98
Male,148,59
Male,155,92
Male,144,55
Male,153,71
Male,166,59
Female,179,90
Male,163,64
Female,145,92
Female,170,83
Male,177,79
Male,164,66
Male,163,78
Female,165,73
Female,141,89
Female,142,80
Female,172,61
Female,157,84
Female,162,82
Male,160,83
Male,160,87
Female,156,53
Male,164,98
Male,148,75
Male,163,56
Male,145,52
Female,148,82
Male,176,77
Male,150,54
Male,166,94
Female,159,82
Male,149,73
Male,155,81
Male,158,89
Female,169,75
Male,172,57
Female,155,50
Male,175,52
Male,144,88
Female,144,73
Female,163,61
Male,172,86
Male,169,86
Male,143,83
Male,157,98
Male,149,84
Male,140,73
Female,157,50
Female,158,86
Female,152,93
Female,159,50
Male,150,99
Male,145,73
Male,178,81
Male,153,92
Female,159,85
Female,164,59
Female,175,75
Female,149,51
Male,177,51
Male,146,64
Female,169,74
Male,170,99
Female,170,98
Female,172,72
Female,146,96
Male,149,90
Male,149,95
Female,174,65
Female,153,50
Male,158,93
Male,171,65
Female,162,55
Male,162,67
Male,177,62
Male,159,76
Female,172,79
Female,155,70
Male,148,93
Male,171,89
Female,165,71
Female,157,84
Male,173,63
Female,149,63
Female,165,95
Female,170,84
Female,150,88
Female,149,84
Female,168,74
Female,179,50
Female,147,78
Male,174,95
Male,145,92
Male,154,77
Female,179,66
Female,145,65
Female,154,88
Female,143,57
Male,166,76
Female,150,68
Female,152,92
Female,173,65
Female,140,55
Male,174,55
Female,168,86
Female,168,53
Male,147,61
Male,178,86
Male,162,72
Female,144,55
Male,147,83
Female,173,85
Male,170,52
Female,175,97
Male,178,75
Male,155,80
Male,153,62
Female,146,70
Male,154,96
Female,179,77
Male,171,68
Female,157,73
Male,141,55
Male,147,81
Female,141,78
Female,175,74
Male,152,61
Male,155,67
Male,170,75
Female,177,66
Female,156,56
Female,161,63
Female,170,51
Male,156,77
Male,160,86
Female,177,91
Male,148,58
Male,166,60
Male,146,77
Female,169,97
Female,164,58
Male,146,72
Female,169,68
Female,165,62
Female,156,91
Male,152,79
Male,159,95
Female,167,66
Female,167,84
Female,154,60
Female,173,99
Male,167,73
Male,172,97
Male,164,76
Female,175,61
Female,168,79
Male,157,89
Female,168,97
Female,142,71
Male,158,83
Female,141,83
Female,172,55
Female,179,73
Male,179,62
Male,177,76
Female,178,93
Female,156,51
Male,140,66
Female,169,96
Female,161,63
Male,150,83
Male,166,87
Female,172,72
Male,149,97
Male,169,73
Female,168,93
Female,165,62
Male,148,64
Female,141,91
Male,161,50
Male,169,77
Female,166,65
Female,167,80
Male,176,95
Male,174,73
Female,151,79
Male,154,64
Male,160,98
Male,148,54
Female,142,97
Male,170,81
Female,156,96
Male,171,75
Female,175,65
Female,144,66
Male,152,97
Male,166,69
Male,154,77
Female,161,75
Male,154,99
Male,176,59
Male,154,77
Male,147,75
Male,154,95
Male,163,75
Female,146,68
Male,172,99
Male,168,60
Male,164,54
Female,142,58
Male,164,97
Female,155,64
Male,170,68
Female,140,94
Male,177,95
Male,147,55
Male,172,64
Female,145,87
Male,177,83
Female,146,72
Male,152,89
Male,140,53
Male,148,97
Male,171,55
Male,171,92
Female,155,55
Female,149,90
Female,172,91
Male,179,96
Female,171,87
Male,166,55
Male,153,86
Male,142,82
Female,171,78
Male,171,79
Female,155,58
Female,167,58
Male,144,96
Male,179,91
Male,144,73
Female,170,90
Male,171,95
Female,176,57
Male,142,99
Female,177,58
Female,177,58
Male,140,93
Male,147,67
Male,160,56
Female,141,69
Male,178,96
Female,141,86
Male,175,73
Female,172,68
Male,147,81
Male,148,95
Male,140,60
Female,170,56
Male,162,56
Male,140,74
Male,153,71
Female,153,65
Female,173,58
Male,168,61
Female,155,71
Male,165,87
Male,174,80
Female,142,98
Male,152,85
Female,142,50
Male,150,82
Male,168,59
Male,151,76
Male,160,67
Female,140,63
Female,159,73
Male,154,57
Female,169,58
Male,176,95
Male,179,97
Female,174,87
Male,172,94
Male,178,50
Male,160,88
Male,176,54
Male,155,51
Male,149,70
Female,177,56
Female,158,92
Female,164,56
Male,165,89
Male,141,80
Female,161,57
Male,172,86
Female,173,59
Male,168,90
Female,143,50
Male,165,93
Female,152,71
Male,175,85
Male,177,74
Male,161,83
Female,148,67
Male,179,60
Male,166,76
Female,143,53
Male,155,80
Male,153,62
Female,151,88
Female,146,63
Male,149,94
Male,166,52
Female,179,85
Male,162,64
Female,160,69
Female,147,93
Female,159,61
Female,157,53
Female,175,72
Male,178,66
Female,153,92
Male,156,61
Female,175,53
Male,170,63
Male,171,63
Female,179,73
Male,171,68
Female,140,56
Female,176,83
Male,173,66
Female,140,82
Male,152,77
Male,173,72
Male,156,64
Female,151,90
Female,157,82
Female,167,62
Female,148,90
Female,173,57
Female,168,93
Male,163,77
Female,167,52
Female,144,72
Female,141,99
Female,152,98
Female,161,88
Female,152,75
Male,164,78
Male,147,80
Female,162,81
Male,158,98
Male,158,76
Female,172,95
Male,147,82
Female,168,91
Male,177,52
Female,156,69
Male,140,75
Female,143,79
Female,176,66
Male,149,92
Male,145,51
Female,149,76
Male,170,66
Female,178,80
Male,176,54
Male,152,53
Female,140,69
Male,159,58
Male,175,90
Female,141,82
Male,155,58
Female,155,68
Female,149,74
Female,141,83
Female,149,94
Male,149,91
Male,172,85
Male,174,67
Female,154,53
Female,148,64
Female,148,51
Male,179,94
Male,160,65
Female,154,98
Male,178,77
Male,144,56
Female,150,64
Female,147,71
Male,155,56
Male,159,66
Female,156,64
Female,179,52
Female,164,97
Female,141,73
Male,169,83
Male,162,91
Female,158,50
Male,160,77
Female,169,79
Female,148,55
Female,153,71
Male,152,77
Male,144,82
Female,176,81
Female,173,79
Male,173,99
Female,179,79
Female,179,74
Male,158,94
Male,155,91
Male,169,67
Female,174,52
Male,157,75
Male,177,53
Female,170,80
Male,175,76
Male,160,51
Male,165,87
Male,177,64
Male,150,69
Female,168,76
Female,174,51
Male,179,80
Male,165,62
Female,174,91
Female,146,86
Female,150,63
Female,175,55
Female,144,84
Female,162,67
Female,152,60
Female,146,92
Male,167,75
Female,173,64
Female,160,99
Female,159,95
Male,143,98
Male,167,71
Male,162,58
Female,151,91
Male,141,98
Female,150,65
Female,142,74
Male,164,58
Male,172,51
Female,154,72
Male,179,94
Female,160,75
Male,175,93
Female,162,87
Male,160,96
Female,173,92
Male,147,75
Male,161,85
Male,163,91
Female,144,73
Male,163,69
Female,159,97
Female,143,62
Male,175,66
Female,164,62
Male,157,64
Female,156,83
Female,158,81
Male,150,88
Female,178,92
Female,177,69
Female,171,92
Female,144,88
Female,172,99
Male,168,79
Female,151,92
Female,158,58
Female,156,50
Female,160,94
Female,175,84
Male,175,63
Male,150,60
Male,173,51
Male,144,62
Female,168,81
Female,176,93
Female,179,85
Male,148,56
Male,154,79
Female,157,66
Female,154,74
Male,150,61
Female,169,81
Female,165,53
Female,148,61
Female,141,68
Female,150,68
Male,156,55
Female,174,55
Male,174,97
Male,166,70
Male,149,60
Male,162,65
Male,152,75
Female,148,64
Male,179,88
Male,173,59
Male,143,75
Female,156,73
Female,179,69
Female,179,95
Female,143,68
Male,167,71
Female,149,66
Male,161,58
Female,172,82
Male,170,55
Female,162,99
Female,173,73
Female,162,80
Female,172,73
Female,176,61
Female,171,90
Male,165,84
Male,156,65
Female,159,55
Male,168,66
Female,162,63
Male,175,65
Male,163,85
Female,164,50
Male,166,71
Male,168,52
Male,161,78
Male,153,96
Female,143,75
Male,156,67
Male,159,60
Male,147,88
Male,149,95
Male,171,92
Female,175,82
Male,160,60
Male,146,66
Female,143,93
Female,160,65
Male,160,82
Female,179,86
Female,166,81
Female,153,59
Male,150,72
Male,151,82
Male,143,70
Male,143,51
Male,178,74
Female,177,84
Female,160,78
Male,153,78
Male,175,54
Female,142,79
Male,177,78
Male,159,59
Male,178,68
Male,177,62
Male,177,73
Male,153,72
Male,161,53
Male,161,91
Male,167,77
Male,168,51
Male,178,56
Female,168,91
Male,168,76
Male,161,95
Male,154,68
Male,160,87
Female,168,55
Male,174,57
Female,147,84
Male,174,75
Female,144,63
Female,169,57
Male,155,64
Male,165,55
Male,157,97
Female,160,62
Male,173,51
Female,149,82
Female,155,89
Female,159,76
Female,153,61
Female,157,93
Male,172,85
Male,164,80
Female,152,85
Female,149,70
Female,158,93
Male,152,59
Male,140,57
Female,141,99
Female,150,54
Male,163,51
Female,154,99
Male,175,53
Male,150,68
Male,151,68
Male,171,69
Male,166,55
Male,163,51
Female,167,70
Female,172,97
Female,161,59
Male,165,73
Male,165,67
Male,162,91
Female,160,65
Male,145,79
Male,163,76
Male,156,89
Male,156,84
Male,163,89
Female,151,72
Male,167,63
Female,160,64
Female,178,59
Female,163,50
Female,142,94
Male,160,56
Male,150,52
Male,160,64
Male,148,69
Female,161,51
Male,171,71
Female,171,67
Female,147,88
Female,179,56
Male,156,91
Male,153,79
Male,149,87
Male,170,91
Female,143,66
Male,150,69
Male,156,93
Female,149,88
Female,157,73
Female,148,87
Male,173,87
Male,141,64
Male,151,94
Female,142,52
Male,145,93
Male,158,50
Female,163,65
Female,147,97
Male,179,77
Female,146,54
Male,140,74
Male,170,73
Male,172,88
Female,148,62
Male,169,61
Female,168,62
Female,142,70
Male,179,74
Female,161,77
Female,144,53
Male,161,60
Female,143,54
Female,167,90
Female,166,78
Male,159,80
Male,174,78
Female,178,74
Male,164,84
Male,147,51
Male,151,82
Male,172,85
Female,166,75
Male,171,90
Female,151,68
Female,149,59
Female,170,79
Female,160,88
Female,178,80
Male,154,81
Female,151,86
Male,152,89
Male,148,52
Female,147,78
Female,169,76
Female,171,63
Female,151,88
Female,159,59
Male,163,54
Male,152,62
Male,147,98
Female,142,50
Male,168,87
Male,173,82
Female,174,50
Male,140,83
Female,172,67
Male,141,93
Female,151,87
Female,168,68
Male,153,52
Male,152,57
Male,157,67
Female,149,93
Female,147,59
Female,143,74
Female,177,88
Female,145,54
Female,160,54
Female,173,73
Male,141,66
Female,168,78
Female,152,68
Male,160,57
Female,176,77
Male,167,89
Female,154,86
Female,173,93
Female,153,60
Female,178,90
Female,171,57
Male,157,81
Female,176,80
Male,157,98
Male,160,55
Male,145,79
Female,176,79
Male,170,98
Female,146,64
Male,176,91
Male,170,86
Male,145,66
Female,147,86
Male,141,90
Male,169,83
Male,158,76
Female,150,85
Male,146,69
Female,167,60
Male,154,98
Male,162,55
Male,152,77
Male,152,60
Female,156,98
Female,158,68
Female,167,51
Male,169,50
Male,160,97
Male,167,62
Female,162,91
Male,162,53
Female,143,70
Female,156,73
Female,163,70
Male,144,72
Male,148,63
Female,159,55
Male,179,59
Female,162,50
Female,164,57
Male,158,89
Male,175,95
Male,152,67
Female,159,54
Female,171,73
Female,163,56
Male,143,85
Female,168,72
Female,148,65
Male,152,55
Male,150,56
Male,173,79
Male,177,61
Male,163,76
Male,153,55
Male,142,99
Female,162,88
Female,140,61
Male,178,98
Male,179,84
Male,157,79
Female,150,97
Female,173,72
Male,154,54
Female,174,84
Male,146,54
Male,179,86
Male,165,70
Female,162,92
Female,153,95
Male,159,71
Female,156,78
Male,172,90
Male,162,80
Female,161,67
Male,178,85
Female,178,50
Male,160,58
Male,151,63
Female,151,81
Male,169,98
Female,160,68
Female,148,77
Female,167,67
Female,140,75
Male,169,88
Female,155,85
Male,163,89
Male,175,66
Female,145,61
Male,151,55
Male,148,56
Female,165,83
Female,151,95
Female,177,74
Female,175,56
Male,140,68
Female,161,98
Female,177,67
Female,165,77
Female,159,92
Male,169,85
Female,161,65
Male,157,50
Male,169,91
Female,163,83
Male,166,72
Male,145,87
Female,171,65
Male,178,91
Female,173,88
Male,165,83
Female,159,57
Male,160,54
Male,144,64
Female,140,79
Female,153,81
Female,168,71
Male,145,92
Female,151,90
Male,147,53
Male,141,98
Female,173,54
Female,168,92
Female,151,75
Male,150,55
Male,142,62
Male,151,50
Female,141,98
Male,161,87
Female,148,85
Female,149,90
Male,175,98
Male,176,84
Male,149,61
Female,166,62
Male,163,61
Female,150,90
Male,164,51
Female,169,89
Female,143,59
Female,150,83
Female,151,80
Female,155,72
Female,156,62
Male,154,89
Male,160,64
Male,157,57
Female,169,59
Female,140,52
Male,151,50
Male,166,76
Female,154,66
Male,145,65
Male,158,53
Female,173,88
Male,145,81
Female,155,63
Male,170,85
Male,149,63
Male,157,96
Female,165,64
Male,170,62
Male,154,88
Female,170,97
Female,152,55
Female,150,55
Male,177,56
Female,157,91
Male,169,54
Male,167,57
Male,142,91
Male,159,81
Male,150,85
Female,144,71
Male,170,61
Male,154,72
Male,164,89
Female,158,82
Male,165,56
Female,174,94
Male,158,84
Female,163,98
Female,142,58
Male,157,77
Female,144,94
Male,172,89
Female,141,74
Female,146,71
Male,147,81
Female,173,67
Female,177,80
Male,165,92
Male,145,67
Female,162,71
Female,160,66
Male,176,99
Male,176,53
Male,174,74
Male,174,76
Female,169,92
Female,144,50
Female,149,97
Male,170,89
Female,173,64
Male,156,63
Female,178,61
Female,142,97
Female,160,99
Female,148,82
Female,179,57
Female,144,91
Female,140,95
Female,146,58
Female,146,96
Male,143,51
Female,146,81
Male,171,97
Male,177,72
Female,161,96
Male,173,75
Male,169,76
Male,155,54
Female,162,77
Male,159,55
Male,156,59
Male,143,56
Male,174,60
Male,159,62
Male,167,84
Male,159,66
Male,167,86
Female,155,73
Female,177,74
Male,161,94
Female,145,99
Female,158,67
Male,167,70
Female,163,61
Male,153,76
Female,177,79
Female,140,96
Female,148,95
Male,162,70
Female,147,99
Male,166,66
Male,142,80
Female,156,97
Female,176,85
Female,160,58
Female,154,63
Male,156,81
Male,151,85
Male,172,83
Female,171,82
Male,162,62
Female,175,97
Male,150,91
Male,151,85
Female,149,69
Male,166,72
Female,175,82
Male,177,50
Female,154,62
Male,169,68
Male,155,65
Male,165,72
Male,153,78
Female,149,81
Male,157,96
Male,153,88
Male,147,65
Female,159,53
Female,174,61
Male,142,85
Male,151,64
Female,161,63
Female,145,82
Male,145,97
Female,164,63
Female,160,85
Female,179,87
Male,164,67
Female,158,61
Female,173,96
Male,167,90
Female,162,50
Female,144,77
Female,178,54
Male,142,92
Male,156,88
Female,171,90
Male,141,88
Male,140,84
Male,153,72
Female,169,68
Male,149,71
Male,154,60
Female,174,72
Female,146,85
Male,146,66
Female,164,63
Male,158,89
Female,161,62
Male,153,60
Male,161,60
Male,177,66
Female,163,69
Female,162,86
Female,157,62
Female,161,52
Female,160,87
Female,164,98
Female,170,71
Male,150,89
Male,176,97
Male,155,89
Male,173,74
Female,169,72
Female,174,91
Female,168,64
Female,167,53
Male,178,98
Female,176,56
Female,145,82
Male,170,69
Male,143,66
Male,154,50
Female,168,90
Male,147,90
Female,165,63
Female,153,53
Male,170,66
Female,170,82
Male,155,70
Female,161,62
Female,147,63
Male,170,62
Male,173,50
Male,169,96
Female,149,55
Female,162,69
Female,156,94
Male,146,62
Male,163,87
Female,159,60
Male,144,59
Female,161,97
Male,167,79
Male,177,96
Male,176,63
Female,179,67
Male,174,66
Female,159,86
Male,148,89
Male,140,97
Female,152,59
Male,175,68
Male,164,75
Male,151,91
Male,158,76
Male,155,86
Female,171,86
Male,148,91
Male,171,92
Male,158,63
Male,173,63
Female,160,51
Male,175,74
Female,168,54
Female,149,88
Male,144,69
Female,147,91
Female,176,64
Male,176,86
Female,178,94
Male,170,74
Female,143,64
Female,151,98
Male,143,79
Female,140,76
Female,173,79
Female,142,95
Female,170,81
Female,141,65
Female,176,87
Female,169,70
Male,147,73
Male,148,55
Female,147,74
Female,159,53
Female,153,85
Female,155,65
Female,172,73
Female,152,89
Male,149,52
Female,161,69
Female,154,80
Male,151,95
Male,158,66
Female,154,68
Male,151,74
Male,175,85
Female,169,86
Female,156,98
Male,144,88
Male,152,90
Female,176,80
Male,143,94
Male,143,85
Male,169,86
Female,165,63
Male,178,72
Male,157,54
Male,140,92
Female,169,58
Female,169,73
Female,147,81
Male,171,64
Male,164,99
Female,154,63
Female,141,84
Female,161,74
Female,154,85
Male,159,63
Male,171,56
Male,172,76
Female,145,66
Female,150,75
Male,151,74
Male,166,59
Female,157,53
Female,144,55
Female,153,81
Female,155,57
Female,157,99
Female,143,57
Male,178,93
Male,144,59
Male,173,91
Female,152,74
Female,150,78
Female,165,78
Female,159,80
Female,172,75
Male,173,58
Female,179,68
Female,168,92
Female,145,57
Female,146,74
Female,149,82
Female,169,57
Male,162,58
Male,152,84
Female,151,95
Male,169,86
Male,145,60
Male,146,60
Male,150,78
Male,166,70
Female,156,75
Female,161,92
Female,179,96
Male,142,56
Male,151,52
Female,145,92
Female,159,98
Male,168,57
Female,154,71
Female,177,95
Female,141,89
Female,155,82
Male,163,82
Male,155,57
Female,178,84
Female,154,64
Female,141,79
Male,174,52
Female,176,75
Male,178,64
Female,177,57
Female,144,80
Female,169,53
Male,169,87
Male,170,97
Male,153,90
Male,171,96
Female,165,99
Male,155,55
Female,164,78
Female,153,65
Male,177,51
Female,142,64
Female,173,82
Male,143,56
Male,161,51
Female,150,68
Female,141,63
Female,148,58
Female,156,51
Female,161,90
Female,145,82
Female,158,97
Female,177,55
Female,146,56
Male,168,89
Female,163,84
Male,169,66
Male,152,57
Female,162,73
Female,155,65
Male,148,97
Female,149,93
Female,149,91
Female,151,89
Male,169,79
Female,176,70
Female,161,52
Male,141,60
Male,162,90
Female,172,51
Male,162,83
Female,145,54
Male,149,53
Female,157,60
Male,163,58
Female,152,86
Male,149,98
Female,171,99
Female,174,97
Female,163,72
Male,172,55
Male,143,80
Female,142,79
Female,148,97
Male,140,93
Male,161,82
Female,162,52
Male,145,92
Female,170,80
Female,141,67
Male,143,78
Female,141,65
Male,145,78
Female,150,94
Female,143,87
Female,155,95
Female,147,99
Female,169,67
Male,171,91
Female,145,61
Male,148,83
Female,179,91
Female,145,80
Female,142,59
Male,178,88
Male,156,58
Female,168,77
Female,152,94
Male,173,77
Female,166,68
Male,161,55
Male,152,62
Male,151,87
Male,170,77
Male,171,82
Male,156,86
Male,148,79
Female,166,69
Male,147,81
Male,167,53
Female,161,88
Female,150,97
Female,160,66
Female,156,89
Female,152,92
Male,147,86
Male,165,66
Female,143,76
Male,159,92
Female,172,82
Female,141,89
Male,146,80
Male,151,97
Male,155,85
Female,168,84
Female,146,71
Female,177,84
Male,174,88
Female,162,53
Male,149,80
Female,157,81
Male,161,92
Female,177,70
Female,168,86
Male,146,62
Male,151,90
Female,176,58
Male,151,90
Female,172,59
Male,156,71
Male,169,93
Female,165,71
Female,154,78
Female,169,77
Male,173,78
Female,179,75
Female,161,70
Male,179,50
Male,169,87
Female,157,62
Male,177,94
Male,157,95
Female,171,88
Female,149,79
Male,161,52
Female,142,80
Male,177,75
Female,164,87
Female,150,93
Female,155,97
Male,177,86
Female,149,91
Male,164,84
Male,162,87
Female,145,89
Male,179,57
Female,178,93
Female,165,97
Male,162,91
Male,140,78
Female,153,69
Male,174,56
Male,144,66
Female,148,79
Male,147,56
Male,159,84
Female,142,85
Male,171,77
Female,152,50
Male,155,85
Male,168,76
Female,143,69
Male,159,84
Female,149,61
Female,167,71
Female,152,59
Female,171,92
Male,166,88
Female,150,51
Male,141,67
Male,167,60
Male,144,86
Female,150,90
Male,179,53
Female,152,98
Male,149,51
Male,170,98
Female,151,87
Female,152,88
Male,145,99
Female,166,59
Female,148,62
Female,158,82
Male,145,85
Male,171,98
Male,171,90
Male,163,54
Female,152,78
Male,140,89
Female,144,76
Male,153,82
Female,179,59
Female,151,94
Male,152,87
Female,148,58
Male,177,87
Male,179,54
Male,177,68
Female,168,92
Female,162,67
Female,145,95
Male,177,82
Female,146,82
Female,152,67
Male,154,56
Female,155,52
Female,177,80
Male,158,69
Female,154,91
Female,161,67
Male,175,89
Female,164,77
Female,156,62
Male,154,93
Male,165,71
Female,167,72
Female,142,92
Male,162,64
Male,161,93
Male,145,54
Female,164,65
Male,148,61
Female,147,60
Female,159,57
Male,157,61
Male,159,91
Male,175,97
Female,146,51
Female,151,62
Female,169,65
Male,144,64
Male,173,58
Male,143,68
Female,143,60
Male,149,83
Female,148,54
Female,162,99
Male,168,87
Male,153,55
Male,168,57
Female,178,62
Female,152,99
Male,163,93
Female,162,88
